,Boat,Trip Details,Dock Totals,Date
3,"Excalibur  H&M Landing  San Diego, CA",27 Anglers2 Day,"22 Skipjack Tuna, 81 Yellowfin Tuna",2021-09-30
4,"Ocean Odyssey  H&M Landing  San Diego, CA",22 Anglers2.5 Day,"49 Bluefin Tuna, 4 Yellowtail, 4 Dorado, 88 Yellowfin Tuna",2021-09-30
5,"Premier  H&M Landing  San Diego, CA",17 Anglers1/2 Day AM,"6 Sculpin, 1 Sheephead, 63 Rockfish",2021-09-30
6,"Producer  H&M Landing  San Diego, CA",14 AnglersOvernight,"3 Yellowtail, 4 Dorado, 1 Skipjack Tuna, 7 Yellowfin Tuna",2021-09-30
0,"Sea Star  Oceanside Sea Center  Oceanside, CA",3 Anglers3/4 DayLocal,"17 Whitefish, 14 Rockfish, 7 Vermilion Rockfish",2021-09-30
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",13 Anglers1/2 Day AMLocal,"6 Whitefish, 100 Rockfish",2021-09-30
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",13 Anglers1/2 Day AM,"3 Calico Bass, 18 Rockfish",2021-09-30
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",24 AnglersFull Day,"5 Skipjack Tuna, 34 Yellowfin Tuna",2021-09-30
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 AnglersFull Day,"10 Skipjack Tuna, 3 Yellowfin Tuna",2021-09-30
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",13 Anglers1/2 Day AM,"2 Sculpin, 2 Sheephead, 7 Calico Bass, 8 Whitefish, 23 Rockfish, 19 Vermilion Rockfish",2021-09-30
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",15 Anglers1/2 Day PM,"2 Sand Bass, 2 Sculpin, 8 Sheephead, 30 Whitefish, 40 Rockfish, 12 Vermilion Rockfish",2021-09-30
3,"Pacifica  Seaforth Sportfishing  San Diego, CA",30 Anglers1.5 Day,"11 Skipjack Tuna, 100 Yellowfin Tuna",2021-09-30
4,"Pride  Seaforth Sportfishing  San Diego, CA",12 Anglers2 Day,"35 Yellowtail, 15 Skipjack Tuna, 89 Yellowfin Tuna",2021-09-30
5,"San Diego  Seaforth Sportfishing  San Diego, CA",29 AnglersFull Day,"66 Yellowtail, 2 Skipjack Tuna, 28 Yellowfin Tuna",2021-09-30
6,"Sea Watch  Seaforth Sportfishing  San Diego, CA",24 AnglersFull Day,1 Yellowtail,2021-09-30
7,"Tribute  Seaforth Sportfishing  San Diego, CA",28 Anglers1.5 Day,"5 Dorado, 20 Skipjack Tuna, 48 Yellowfin Tuna",2021-09-30
0,"Dolphin  Fisherman's Landing  San Diego, CA",40 Anglers3/4 Day,"1 Sand Bass, 2 Sculpin, 3 Sheephead, 5 Calico Bass, 45 Rockfish",2021-10-01
1,"Fortune  Fisherman's Landing  San Diego, CA",10 Anglers1.5 Day,,2021-10-01
2,"Liberty  Fisherman's Landing  San Diego, CA",23 AnglersOvernight,"13 Yellowtail, 19 Dorado",2021-10-01
3,"Mustang  Fisherman's Landing  San Diego, CA",20 Anglers1.5 Day,"2 Dorado, 22 Yellowfin Tuna",2021-10-01
4,"Outrider  Fisherman's Landing  San Diego, CA",10 Anglers1.5 Day,"3 Bluefin Tuna, 39 Yellowfin Tuna",2021-10-01
5,"Pegasus  Fisherman's Landing  San Diego, CA",12 Anglers2 Day,"3 Bluefin Tuna, 38 Yellowfin Tuna",2021-10-01
0,"Alicia  H&M Landing  San Diego, CA",11 AnglersFull Day,50 Rockfish,2021-10-01
1,"Daiwa Pacific  H&M Landing  San Diego, CA",13 AnglersFull Day,65 Yellowtail,2021-10-01
2,"Excalibur  H&M Landing  San Diego, CA",27 AnglersOvernight,"2 Skipjack Tuna, 16 Yellowfin Tuna",2021-10-01
3,"Grande  H&M Landing  San Diego, CA",36 AnglersFull Day,"1 Yellowtail, 2 Dorado",2021-10-01
4,"Malihini  H&M Landing  San Diego, CA",9 Anglers3/4 Day,"1 Yellowtail, 1 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-01
5,"Premier  H&M Landing  San Diego, CA",39 Anglers1/2 Day AM,,2021-10-01
6,"Premier  H&M Landing  San Diego, CA",33 Anglers1/2 Day PM,"4 Sand Bass, 5 Sculpin, 57 Rockfish",2021-10-01
7,"Producer  H&M Landing  San Diego, CA",29 AnglersOvernight,42 Yellowtail,2021-10-01
8,"Relentless  H&M Landing  San Diego, CA",18 AnglersOvernight,,2021-10-01
9,"Sea Adventure 80  H&M Landing  San Diego, CA",25 Anglers2.5 Day,"13 Bluefin Tuna, 20 Bonito, 60 Rockfish",2021-10-01
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",14 Anglers3/4 DayLocal,"2 Sand Bass, 12 Sheephead, 4 Calico Bass, 81 Whitefish, 140 Rockfish, 30 Calico Bass Released",2021-10-01
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",5 Anglers1/2 Day AMLocal,"25 Sculpin, 10 Whitefish, 15 Rockfish",2021-10-01
0,"New Lo-An  Point Loma Sportfishing  San Diego, CA",24 Anglers1.5 Day,"44 Bluefin Tuna, 2 Yellowtail, 1 Yellowfin Tuna",2021-10-01
0,"Aztec  Seaforth Sportfishing  San Diego, CA",20 Anglers2 Day,"31 Bluefin Tuna, 8 Yellowtail, 8 Dorado, 1 Yellowfin Tuna",2021-10-01
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",3 AnglersFull Day,6 Dorado,2021-10-01
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,"1 Sculpin, 1 Lingcod, 13 Whitefish, 55 Rockfish, 18 Vermilion Rockfish",2021-10-01
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",21 Anglers1/2 Day PM,"1 Sheephead, 15 Whitefish, 45 Rockfish, 10 Vermilion Rockfish",2021-10-01
4,"Pacific Voyager  Seaforth Sportfishing  San Diego, CA",18 Anglers3 Day,"41 Bluefin Tuna, 2 Yellowtail",2021-10-01
5,"Pacifica  Seaforth Sportfishing  San Diego, CA",30 AnglersOvernight,"1 Yellowtail, 1 Dorado",2021-10-01
6,"Pride  Seaforth Sportfishing  San Diego, CA",9 AnglersOvernight,"2 Skipjack Tuna, 3 Yellowfin Tuna",2021-10-01
7,"San Diego  Seaforth Sportfishing  San Diego, CA",29 AnglersFull Day,,2021-10-01
8,"Sea Watch  Seaforth Sportfishing  San Diego, CA",8 Anglers1/2 Day AM,"37 Whitefish, 23 Rockfish, 18 Vermilion Rockfish",2021-10-01
9,"Tribute  Seaforth Sportfishing  San Diego, CA",33 AnglersOvernight,,2021-10-01
0,"Dolphin  Fisherman's Landing  San Diego, CA",50 Anglers1/2 Day AM,"1 Sheephead, 1 Whitefish, 47 Rockfish",2021-10-02
1,"Dolphin  Fisherman's Landing  San Diego, CA",44 Anglers1/2 Day PM,"4 Sand Bass, 6 Sculpin, 3 Sheephead, 5 Calico Bass, 3 Whitefish, 41 Rockfish",2021-10-02
2,"Fortune  Fisherman's Landing  San Diego, CA",18 AnglersOvernight,"45 Yellowtail, 36 Dorado, 10 Skipjack Tuna",2021-10-02
3,"Liberty  Fisherman's Landing  San Diego, CA",40 AnglersFull Day,"1 Yellowtail, 1 Dorado",2021-10-02
4,"Mustang  Fisherman's Landing  San Diego, CA",30 AnglersOvernight,"56 Dorado, 5 Skipjack Tuna",2021-10-02
5,"Pacific Dawn  Fisherman's Landing  San Diego, CA",12 Anglers2 Day,30 Bluefin Tuna,2021-10-02
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day AM,"1 Sheephead, 15 Rockfish, 10 Red Rockfish",2021-10-02
1,"Daiwa Pacific  H&M Landing  San Diego, CA",20 AnglersOvernight,"100 Yellowtail, 40 Dorado",2021-10-02
2,"Grande  H&M Landing  San Diego, CA",31 AnglersOvernight,"2 Bluefin Tuna, 67 Yellowtail, 1 Skipjack Tuna, 2 Yellowfin Tuna",2021-10-02
3,"Malihini  H&M Landing  San Diego, CA",26 AnglersFull Day,3 Yellowtail,2021-10-02
4,"Old Glory  H&M Landing  San Diego, CA",36 AnglersOvernight,"2 Yellowtail, 72 Dorado, 3 Skipjack Tuna",2021-10-02
5,"Premier  H&M Landing  San Diego, CA",48 Anglers1/2 Day AM,"1 Sand Bass, 19 Sculpin, 1 Sheephead, 1 Calico Bass, 61 Rockfish",2021-10-02
6,"Premier  H&M Landing  San Diego, CA",45 Anglers1/2 Day PM,"1 Sand Bass, 2 Sheephead, 1 Lingcod, 103 Rockfish",2021-10-02
7,"Vendetta II  H&M Landing  San Diego, CA",22 AnglersFull Day,"1 Bluefin Tuna, 47 Yellowtail",2021-10-02
0,"Electra  Helgrens Sportfishing  Oceanside, CA",48 Anglers1/2 Day AM,"10 Sand Bass, 1 Sculpin, 6 Sheephead, 46 Calico Bass",2021-10-02
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",28 Anglers3/4 DayLocal,"1 Sand Bass, 2 Sheephead, 158 Whitefish, 126 Rockfish",2021-10-02
1,"Pronto  Oceanside Sea Center  Oceanside, CA",10 AnglersFull DayOffshore,"5 Sculpin, 1 Sheephead, 43 Whitefish, 100 Rockfish, 1 Sand Bass Released",2021-10-02
2,"Sea Star  Oceanside Sea Center  Oceanside, CA",6 Anglers1/2 Day AMLocal,"3 Whitefish, 30 Rockfish, 4 Vermilion Rockfish",2021-10-02
3,"Southern Cal  Oceanside Sea Center  Oceanside, CA",36 Anglers1/2 Day AMLocal,"5 Whitefish, 130 Rockfish",2021-10-02
4,"Southern Cal  Oceanside Sea Center  Oceanside, CA",35 Anglers1/2 Day PMLocal,"95 Sculpin, 4 Whitefish, 30 Rockfish",2021-10-02
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",29 Anglers1/2 Day AM,"1 Barred Sand Bass, 2 Sculpin, 7 Sheephead, 2 Calico Bass, 4 Whitefish, 64 Rockfish",2021-10-02
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",14 AnglersFull Day,34 Yellowtail,2021-10-02
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 AnglersFull Day,,2021-10-02
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",35 AnglersFull Day,,2021-10-02
2,"San Diego  Seaforth Sportfishing  San Diego, CA",17 AnglersFull Day,7 Yellowtail,2021-10-02
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",20 AnglersFull Day,1 Bluefin Tuna,2021-10-02
4,"Voyager  Seaforth Sportfishing  San Diego, CA",10 AnglersOvernight,"50 Yellowtail, 2 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-02
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"4 Lobster, 8 Lobster Released",2021-10-03
1,"Constitution  H&M Landing  San Diego, CA",25 Anglers2.5 Day,"30 Bluefin Tuna, 1 Yellowtail",2021-10-03
2,"Daiwa Pacific  H&M Landing  San Diego, CA",12 AnglersOvernight,"43 Yellowtail, 24 Dorado, 2 Yellowfin Tuna",2021-10-03
3,"Grande  H&M Landing  San Diego, CA",37 AnglersFull Day,"1 Bluefin Tuna, 28 Yellowtail, 17 Calico Bass, 17 Bonito, 230 Rockfish",2021-10-03
4,"Legend  H&M Landing  San Diego, CA",29 Anglers2.5 Day,"48 Bluefin Tuna, 1 Yellowtail, 1 Yellowfin Tuna",2021-10-03
5,"Malihini  H&M Landing  San Diego, CA",26 AnglersFull Day,"42 Yellowtail, 1 Dorado",2021-10-03
6,"Ocean Odyssey  H&M Landing  San Diego, CA",23 Anglers2.5 Day,"75 Bluefin Tuna, 1 Yellowfin Tuna",2021-10-03
7,"Old Glory  H&M Landing  San Diego, CA",27 AnglersOvernight,"50 Yellowtail, 54 Dorado",2021-10-03
8,"Premier  H&M Landing  San Diego, CA",42 Anglers1/2 Day AMLocal,"2 Sand Bass, 10 Sculpin, 12 Rockfish",2021-10-03
9,"Premier  H&M Landing  San Diego, CA",34 Anglers1/2 Day PM,"2 Sculpin, 4 Sheephead, 2 Calico Bass, 34 Rockfish",2021-10-03
10,"Producer  H&M Landing  San Diego, CA",25 Anglers1.5 Day,,2021-10-03
11,"Producer  H&M Landing  San Diego, CA",25 AnglersOvernight,"12 Bluefin Tuna, 1 Yellowtail, 1 Bonito",2021-10-03
12,"Ranger 85  H&M Landing  San Diego, CA",27 Anglers3.5 Day,"73 Bluefin Tuna, 5 Yellowtail",2021-10-03
13,"Reel Champion  H&M Landing  San Diego, CA",4 AnglersOvernight,2 Bluefin Tuna,2021-10-03
14,"Relentless  H&M Landing  San Diego, CA",17 Anglers2 Day,,2021-10-03
15,"Sea Adventure 80  H&M Landing  San Diego, CA",28 Anglers1.5 Day,,2021-10-03
16,"Vendetta II  H&M Landing  San Diego, CA",18 AnglersFull Day,"85 Yellowtail, 8 Dorado",2021-10-03
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",26 Anglers1.5 Day,"9 Bluefin Tuna, 4 Yellowtail",2021-10-03
0,"Ironclad  Ironclad Sportfishing  San Diego, CA",6 AnglersFull Day,"2 Yellowtail, 1 Mahi Mahi",2021-10-03
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",15 Anglers3/4 Day,"2 Sculpin, 2 Sheephead, 146 Whitefish, 75 Rockfish, 75 Vermilion Rockfish",2021-10-03
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",12 Anglers1/2 Day PM,"45 Sculpin, 5 Whitefish, 30 Rockfish",2021-10-03
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",15 Anglers1/2 Day AM,"2 Barred Sand Bass, 14 Sheephead, 1 Calico Bass, 38 Rockfish, 14 Red Rockfish",2021-10-03
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",18 Anglers2 Day,"16 Bluefin Tuna, 12 Yellowtail",2021-10-03
2,"Mission Belle  Point Loma Sportfishing  San Diego, CA",22 AnglersFull Day,"44 Dorado, 2 Yellowfin Tuna",2021-10-03
3,"New Lo-An  Point Loma Sportfishing  San Diego, CA",22 Anglers2 Day,"40 Bluefin Tuna (up to 220 pounds), 1 Yellowfin Tuna",2021-10-03
4,"Pacific Islander  Point Loma Sportfishing  San Diego, CA",25 Anglers1.5 Day,10 Bluefin Tuna (up to 340 pounds),2021-10-03
5,"Point Loma  Point Loma Sportfishing  San Diego, CA",16 AnglersFull Day,"1 Bluefin Tuna, 32 Dorado, 3 Yellowfin Tuna",2021-10-03
6,"T-Bird  Point Loma Sportfishing  San Diego, CA",24 Anglers1.5 Day,10 Bluefin Tuna,2021-10-03
0,"Aztec  Seaforth Sportfishing  San Diego, CA",25 Anglers1.5 Day,36 Bluefin Tuna,2021-10-03
1,"Cortez  Seaforth Sportfishing  San Diego, CA",17 Anglers2.5 Day,"56 Bluefin Tuna, 56 Dorado",2021-10-03
2,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 AnglersFull Day,"2 Yellowtail, 12 Dorado",2021-10-03
3,"Endeavor (Ventura)  Seaforth Sportfishing  San Diego, CA",18 Anglers2 Day,6 Bluefin Tuna,2021-10-03
4,"New Seaforth  Seaforth Sportfishing  San Diego, CA",35 Anglers1/2 Day AM,"1 Sheephead, 10 Whitefish, 70 Rockfish, 16 Vermilion Rockfish",2021-10-03
5,"New Seaforth  Seaforth Sportfishing  San Diego, CA",31 Anglers1/2 Day PM,"10 Whitefish, 50 Rockfish, 11 Vermilion Rockfish",2021-10-03
6,"Pacifica  Seaforth Sportfishing  San Diego, CA",30 Anglers1.5 Day,"12 Bluefin Tuna, 8 Yellowtail",2021-10-03
7,"Polaris Supreme  Seaforth Sportfishing  San Diego, CA",24 Anglers3 Day,41 Bluefin Tuna (up to 200 pounds),2021-10-03
8,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"1 Yellowtail, 3 Dorado, 62 Skipjack Tuna, 70 Yellowfin Tuna",2021-10-03
9,"Sea Watch  Seaforth Sportfishing  San Diego, CA",26 AnglersFull Day,1 Bluefin Tuna,2021-10-03
10,"Tribute  Seaforth Sportfishing  San Diego, CA",21 Anglers1.5 Day,30 Bluefin Tuna (up to 200 pounds),2021-10-03
11,"Voyager  Seaforth Sportfishing  San Diego, CA",13 AnglersOvernight,"1 Bluefin Tuna, 12 Yellowtail, 17 Dorado",2021-10-03
0,"Condor  Fisherman's Landing  San Diego, CA",28 Anglers2.5 Day,"49 Bluefin Tuna, 2 Yellowtail",2021-10-04
1,"Liberty  Fisherman's Landing  San Diego, CA",38 AnglersFull Day,"1 Yellowtail, 1 Yellowfin Tuna",2021-10-04
0,"Alicia  H&M Landing  San Diego, CA",7 Anglers1/2 Day Twilight,"4 Lobster, 15 Lobster Released",2021-10-04
1,"Easter B  H&M Landing  San Diego, CA",6 Anglers1.5 Day,"30 Yellowtail, 12 Dorado",2021-10-04
2,"Excalibur  H&M Landing  San Diego, CA",25 Anglers2.5 Day,"76 Bluefin Tuna, 3 Yellowtail, 150 Rockfish, 1 Yellowfin Tuna",2021-10-04
3,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"5 Lobster, 12 Lobster Released",2021-10-04
4,"Old Glory  H&M Landing  San Diego, CA",25 AnglersOvernight,"2 Yellowtail, 12 Dorado",2021-10-04
5,"Premier  H&M Landing  San Diego, CA",9 Anglers1/2 Day AM,"1 Sand Bass, 1 Halibut, 6 Sculpin, 1 Lingcod, 2 Bonito, 47 Rockfish",2021-10-04
6,"Producer  H&M Landing  San Diego, CA",19 AnglersOvernight,"3 Yellowtail, 1 Dorado, 1 Yellowfin Tuna",2021-10-04
7,"Relentless  H&M Landing  San Diego, CA",13 AnglersOvernight,,2021-10-04
8,"Top Gun 80  H&M Landing  San Diego, CA",25 Anglers2.5 Day,,2021-10-04
9,"Vendetta II  H&M Landing  San Diego, CA",19 AnglersFull Day,1 Yellowfin Tuna,2021-10-04
0,"Ironclad  Ironclad Sportfishing  San Diego, CA",2 AnglersFull Day,"2 Bluefin Tuna, 1 California Sheephead",2021-10-04
0,"Southern Cal  Oceanside Sea Center  Oceanside, CA",20 Anglers1/2 Day AM,"1 Sculpin, 1 Lingcod, 14 Whitefish, 145 Rockfish",2021-10-04
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",20 Anglers1/2 Day AM,"2 Barred Sand Bass, 4 Sculpin, 2 Sheephead, 10 Whitefish, 61 Rockfish",2021-10-04
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",20 AnglersFull Day,"40 Dorado, 2 Yellowfin Tuna",2021-10-04
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 AnglersFull Day,8 Dorado,2021-10-04
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",22 Anglers1/2 Day AM,"1 Sculpin, 2 Sheephead, 22 Whitefish, 49 Rockfish, 18 Vermilion Rockfish",2021-10-04
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",23 Anglers1/2 Day PM,"13 Sculpin, 15 Whitefish, 38 Rockfish, 8 Vermilion Rockfish",2021-10-04
3,"Pacific Voyager  Seaforth Sportfishing  San Diego, CA",16 Anglers3 Day,"69 Bluefin Tuna (up to 210 pounds), 22 Yellowtail (up to 30 pounds), 2 Yellowfin Tuna",2021-10-04
4,"Pride  Seaforth Sportfishing  San Diego, CA",10 Anglers2.5 Day,"40 Bluefin Tuna, 1 Yellowtail, 1 Yellowfin Tuna",2021-10-04
5,"San Diego  Seaforth Sportfishing  San Diego, CA",35 AnglersFull Day,"9 Dorado, 1 Yellowfin Tuna",2021-10-04
0,"Dolphin  Fisherman's Landing  San Diego, CA",6 Anglers3/4 Day,"2 Sand Bass, 2 Sculpin, 4 Sheephead, 31 Rockfish",2021-10-05
1,"Liberty  Fisherman's Landing  San Diego, CA",40 AnglersFull Day,"16 Bluefin Tuna, 38 Yellowtail, 1 Skipjack Tuna",2021-10-05
2,"Mustang  Fisherman's Landing  San Diego, CA",14 AnglersOvernight,"9 Bluefin Tuna, 1 Yellowfin Tuna",2021-10-05
3,"Outrider  Fisherman's Landing  San Diego, CA",10 Anglers1.5 Day,,2021-10-05
4,"Pacific Dawn  Fisherman's Landing  San Diego, CA",16 Anglers2.5 Day,46 Bluefin Tuna (up to 230 pounds),2021-10-05
5,"Pegasus  Fisherman's Landing  San Diego, CA",15 AnglersOvernight,"34 Dorado, 27 Yellowfin Tuna (up to 30 pounds)",2021-10-05
0,"Alicia  H&M Landing  San Diego, CA",8 Anglers1/2 Day Twilight,"10 Lobster, 1 Lobster Released",2021-10-05
1,"Daiwa Pacific  H&M Landing  San Diego, CA",19 Anglers1.5 Day,"88 Yellowtail, 18 Dorado, 7 Yellowfin Tuna",2021-10-05
2,"Grande  H&M Landing  San Diego, CA",30 Anglers1.5 Day,"21 Bluefin Tuna, 4 Yellowtail, 1 Yellowfin Tuna",2021-10-05
3,"Malihini  H&M Landing  San Diego, CA",13 AnglersFull Day,"3 Bluefin Tuna, 27 Yellowtail",2021-10-05
4,"Ocean Odyssey  H&M Landing  San Diego, CA",26 Anglers1.5 Day,12 Bluefin Tuna,2021-10-05
5,"Premier  H&M Landing  San Diego, CA",11 Anglers1/2 Day AM,"6 Sculpin, 1 Sheephead, 1 Calico Bass, 43 Rockfish",2021-10-05
6,"Producer  H&M Landing  San Diego, CA",18 AnglersOvernight,36 Dorado,2021-10-05
0,"Ironclad  Ironclad Sportfishing  San Diego, CA",6 AnglersFull Day,30 Yellowtail,2021-10-05
0,"Pronto  Oceanside Sea Center  Oceanside, CA",10 Anglers3/4 Day,"1 Sculpin, 35 Whitefish, 70 Rockfish",2021-10-05
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",20 Anglers1/2 Day AMLocal,"2 Sculpin, 5 Whitefish, 125 Rockfish",2021-10-05
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",17 Anglers1/2 Day AM,"6 Barred Sand Bass, 4 Sculpin, 7 Sheephead, 15 Calico Bass, 8 Whitefish, 9 Rockfish",2021-10-05
1,"Game Changer  Point Loma Sportfishing  San Diego, CA",6 Anglers3.5 Day,"20 Bluefin Tuna (up to 240 pounds), 1 Lingcod (up to 15 pounds), 8 Red Rockfish",2021-10-05
2,"Mission Belle  Point Loma Sportfishing  San Diego, CA",20 AnglersFull Day,"10 Bluefin Tuna, 100 Yellowtail",2021-10-05
0,"Cortez  Seaforth Sportfishing  San Diego, CA",12 Anglers1.5 Day,24 Dorado,2021-10-05
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 AnglersFull Day,"18 Yellowtail, 12 Dorado",2021-10-05
2,"Endeavor (Ventura)  Seaforth Sportfishing  San Diego, CA",19 Anglers1.5 Day,"8 Bluefin Tuna, 8 Yellowtail",2021-10-05
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",15 Anglers1/2 Day AM,"48 Rockfish, 43 Vermilion Rockfish",2021-10-05
4,"New Seaforth  Seaforth Sportfishing  San Diego, CA",20 Anglers1/2 Day PM,"6 Sculpin, 5 Whitefish, 22 Rockfish, 5 Vermilion Rockfish",2021-10-05
5,"Pacifica  Seaforth Sportfishing  San Diego, CA",26 Anglers2 Day,"14 Bluefin Tuna, 64 Dorado, 1 Skipjack Tuna, 1 Yellowfin Tuna",2021-10-05
6,"San Diego  Seaforth Sportfishing  San Diego, CA",32 AnglersFull Day,"149 Yellowtail, 53 Dorado",2021-10-05
7,"Tribute  Seaforth Sportfishing  San Diego, CA",33 Anglers1.5 Day,11 Bluefin Tuna,2021-10-05
8,"Voyager  Seaforth Sportfishing  San Diego, CA",14 Anglers1.5 Day,28 Bluefin Tuna (up to 100 pounds),2021-10-05
0,"Condor  Fisherman's Landing  San Diego, CA",30 Anglers1.5 Day,"30 Bluefin Tuna, 9 Yellowtail",2021-10-06
0,"Alicia  H&M Landing  San Diego, CA",4 Anglers1/2 Day Twilight,"7 Lobster, 10 Lobster Released",2021-10-06
1,"Jig Strike  H&M Landing  San Diego, CA",7 Anglers1/2 Day Twilight,"5 Lobster, 8 Rock Crab, 15 Lobster Released",2021-10-06
2,"Legend  H&M Landing  San Diego, CA",17 Anglers3 Day,"20 Bluefin Tuna, 36 Dorado",2021-10-06
3,"Old Glory  H&M Landing  San Diego, CA",28 Anglers2 Day,"32 Bluefin Tuna, 1 Yellowtail, 21 Dorado",2021-10-06
4,"Premier  H&M Landing  San Diego, CA",32 Anglers1/2 Day AM,"14 Sculpin, 1 Sheephead, 1 Calico Bass, 1 Bonito, 68 Rockfish",2021-10-06
5,"Premier  H&M Landing  San Diego, CA",33 Anglers1/2 Day PM,"2 Sand Bass, 7 Sculpin, 4 Sheephead, 48 Rockfish",2021-10-06
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",19 Anglers1/2 Day AMLocal,"1 Sand Bass, 55 Rockfish",2021-10-06
1,"Southern Cal  Oceanside Sea Center  Oceanside, CA",19 Anglers1/2 Day AM,"5 Whitefish, 43 Rockfish",2021-10-06
0,"Mission Belle  Point Loma Sportfishing  San Diego, CA",11 Anglers3/4 Day,"6 Yellowtail, 8 Dorado",2021-10-06
1,"New Lo-An  Point Loma Sportfishing  San Diego, CA",22 Anglers2.5 Day,"18 Bluefin Tuna (up to 255 pounds), 88 Yellowtail (up to 25 pounds), 75 Red Rockfish",2021-10-06
0,"Aztec  Seaforth Sportfishing  San Diego, CA",25 Anglers2.5 Day,"74 Bluefin Tuna, 8 Yellowtail",2021-10-06
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 AnglersFull Day,"2 Yellowtail, 12 Dorado, 2 Skipjack Tuna",2021-10-06
2,"Endeavor (Ventura)  Seaforth Sportfishing  San Diego, CA",11 AnglersOvernight,12 Dorado,2021-10-06
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",26 Anglers1/2 Day AM,"7 Whitefish, 90 Rockfish, 32 Vermilion Rockfish",2021-10-06
4,"New Seaforth  Seaforth Sportfishing  San Diego, CA",21 Anglers1/2 Day PM,"10 Sculpin, 9 Sheephead, 16 Calico Bass, 8 Whitefish, 63 Rockfish",2021-10-06
5,"Pride  Seaforth Sportfishing  San Diego, CA",9 Anglers2 Day,"1 Bluefin Tuna, 36 Dorado",2021-10-06
6,"San Diego  Seaforth Sportfishing  San Diego, CA",35 AnglersFull Day,"1 Bluefin Tuna, 1 Yellowtail, 3 Dorado, 23 Skipjack Tuna, 18 Yellowfin Tuna",2021-10-06
7,"Sea Watch  Seaforth Sportfishing  San Diego, CA",16 AnglersFull Day,5 Dorado,2021-10-06
0,"Cobalt  Fisherman's Landing  San Diego, CA",5 AnglersOvernight,"25 Yellowtail, 2 Dorado, 11 Yellowfin Tuna",2021-10-07
1,"Dolphin  Fisherman's Landing  San Diego, CA",10 Anglers3/4 Day,"1 Sculpin, 15 Sheephead, 25 Calico Bass, 35 Rockfish",2021-10-07
2,"Fortune  Fisherman's Landing  San Diego, CA",18 Anglers1.5 Day,20 Bluefin Tuna,2021-10-07
3,"Liberty  Fisherman's Landing  San Diego, CA",26 Anglers2 Day,"18 Yellowtail, 108 Dorado",2021-10-07
4,"Pegasus  Fisherman's Landing  San Diego, CA",13 Anglers1.5 Day,11 Bluefin Tuna,2021-10-07
0,"Alicia  H&M Landing  San Diego, CA",8 Anglers1/2 Day Twilight,,2021-10-07
1,"Constitution  H&M Landing  San Diego, CA",19 Anglers2.5 Day,24 Bluefin Tuna,2021-10-07
2,"Excalibur  H&M Landing  San Diego, CA",25 Anglers2.5 Day,"8 Bluefin Tuna, 60 Dorado, 100 Rockfish",2021-10-07
3,"Grande  H&M Landing  San Diego, CA",12 Anglers1.5 Day,12 Bluefin Tuna,2021-10-07
4,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"5 Lobster, 15 Rock Crab, 18 Lobster Released",2021-10-07
